priority,flag,coin_id,year,program,denomination,mint_mark,condition,cost,quantity,description,personal_notes,source_file,question_for_AJ
2,Looks like a SET — confirm if individual coin or set record,60d91eb9-2ff0-4412-bd90-86e3111bd290,1947,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,1128d6e6-7b67-4da9-9a8b-ded3fbf340e2,1948,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,6a7aafc2-c1a5-472b-8679-3732fb35186d,1949,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,c7116a1e-36ac-4578-b24e-ff4ad5f32bf2,1950,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,0e62099d-9511-458e-ad36-9275cd37fd40,1951,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,ff6ae103-eaa9-4753-a6f7-7d39bc3d7b18,1952,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,d6dc0686-bb2c-48ea-9dd3-e7ae16cce8ee,1954,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,75b308c1-84a3-4d50-bfe8-ecc6873c2818,1955,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,b94b5b10-2ab8-401d-97b5-644d2013e76a,1956,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,78729e4f-a7fc-4bde-a2ad-1929e170dc37,1957,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,57d106b0-baef-4e7a-b262-02499054ae31,1958,Lincoln Wheat Cent,Penny,,Genuine,,1,,Part of a 50-coin set.,,
2,Looks like a SET — confirm if individual coin or set record,6a464e9a-58a4-4212-8b3d-53468348e6af,1909,Lincoln Wheat Cent Series,Penny,,Not Graded,$59.95,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,ad0a9615-f103-4bef-b919-aca19b879e63,1909,Lincoln Wheat Cent Series,Penny,,Not Graded,$59.95,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,292099e2-13a8-4bf3-b7b8-660ecda00d11,1910,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,6f8d9264-a15a-4d37-a0d5-36bc5daebbec,1910,Lincoln Wheat Cent Series,Penny,S,Very Good,$429.00,1,,Lincoln Wheat Penny. Acquired as part of a set of 6.,,
2,Looks like a SET — confirm if individual coin or set record,e71604fe-c256-495e-b52f-c9f346487d12,1910,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,cbcbe150-2033-430c-804b-3387cd50a419,1911,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,cc62925a-6be1-45cd-90e8-7d6a0a9c2f35,1911,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,e6a729d0-92b4-407d-8376-570a01dee8f4,1911,Lincoln Wheat Cent Series,Penny,S,Very Good,$0.00,1,,Lincoln Wheat Penny. Acquired as part of a set of 6.,,
2,Looks like a SET — confirm if individual coin or set record,3eb56085-eadf-49bd-bd01-7e68b967fcf8,1912,Lincoln Wheat Cent Series,Penny,S,Very Good,$0.00,1,,Lincoln Wheat Penny. Acquired as part of a set of 6.,,
2,Looks like a SET — confirm if individual coin or set record,5ea180cf-1380-453f-9b40-7ace4e045ee5,1912,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,a91558da-d4f6-4290-833f-e71dbcfb839f,1912,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,55b844f8-274a-4dda-b3f5-ba627cc08438,1913,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,928bc592-8d49-4307-8a84-9370530931e2,1913,Lincoln Wheat Cent Series,Penny,S,Very Good,$0.00,1,,Lincoln Wheat Penny. Acquired as part of a set of 6.,,
2,Looks like a SET — confirm if individual coin or set record,e0ba7f28-0cb9-4a95-a86c-21c1d5dc5072,1913,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,04afc157-35ff-4962-bb32-879858f54a47,1914,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,13253d5c-a5fb-437c-b7fe-82c399b321ce,1914,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,287834c1-dee1-4c87-8976-8de12012a413,1914,Lincoln Wheat Cent Series,Penny,S,Very Good,$0.00,1,,Lincoln Wheat Penny. Acquired as part of a set of 6.,,
2,Looks like a SET — confirm if individual coin or set record,3eb9315e-abdd-421f-816f-d09b559d0ff0,1915,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,9a2a447d-a75c-46f0-a0e7-7ce6228d5c78,1915,Lincoln Wheat Cent Series,Penny,S,Very Good,$0.00,1,,Lincoln Wheat Penny. Acquired as part of a set of 6.,,
2,Looks like a SET — confirm if individual coin or set record,1bafc464-ca4c-4161-9412-351482ccca84,1916,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,3fd94d56-6a6c-4ce7-8bb3-6526a3db5d31,1916,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,4a92ad6d-ea0c-420c-b496-0ea1be0d35d6,1917,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,a5c469c3-2024-4c12-8e0f-b0e6266c4d6a,1917,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,b9cb6401-ecd3-4c61-a380-6fa911d785b8,1918,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,c4d7d26a-496b-4b90-a6fb-ebd3e337aaf4,1918,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,1e207ad8-8e71-40a5-bfb8-5b54cdec33de,1919,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,060ae0b0-47ff-4b39-a517-50638aafa6aa,1920,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,f8f744b6-881a-4eaf-9383-2946edd0a8df,1920,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,0de09bb5-c169-46f1-8d4b-9a2a97fc4c74,1921,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,33677eb6-bc5a-4d7f-b15c-42289273adc1,1921,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,9eb42318-4378-4336-8f9e-1116d7ada575,1922,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,e3529099-5216-4aff-9584-fd83b101f3ee,1922,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,4434045b-cc2f-432a-8572-7d248bda4d91,1923,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,cb9a7942-16ff-47e2-a2dc-f6cda6daffba,1923,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,abe7f14e-25ed-41bf-8c00-e4306eb3d7e2,1924,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,bfd90594-edb0-415a-862b-5389f69bce9e,1924,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,3209567f-9850-4817-8d7e-25ded4d391ba,1925,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,cf5f99dc-57cb-4c00-b868-e1f2d383c497,1925,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,27c5fd7a-f4ab-4d3f-9a0f-69ad4842a8e8,1926,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,973e9e5f-d781-45cc-8877-621a0a77a60b,1926,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,8e262184-3922-47b1-b8c7-7d27912f1d76,1927,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,fe0b2987-6bec-4ed3-9efa-7cabb1d57a35,1927,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,9335e292-1dba-4db2-90f5-b9eeeb0b9926,1928,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,9979d2ff-ce08-4664-b4e9-94469b1b919e,1928,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,21ed97fa-5ccb-4aa4-a4af-15f6e35c71cc,1929,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,f6c50446-d0c1-43db-bf0c-bd8cfe5125cd,1929,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,13db4d7c-054e-49aa-a154-73214d625d4f,1930,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,ed437d66-61bf-452c-a7ae-36162d67f4f9,1930,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,1b494fee-98da-4493-b721-c55d967f7c3b,1931,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,890ba436-17c0-4874-a7f6-5aadb38544b6,1931,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,bf17cdc4-6c07-447c-9ca9-af165c9d6832,1932,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,d7f96b9c-cb34-4e22-afa0-2c5fa5fb9091,1932,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,852f860d-5fae-4400-9334-e7ea33c493c4,1933,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,b1c2f71f-4dd6-48fd-9645-f8dc2abf0a86,1933,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,407c3e2a-54d1-47b3-adcb-eb92554c3f39,1934,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,2b9688f0-8ab5-4304-9895-4603bbd62cae,1935,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,416c26b1-1118-4b5c-9308-f72d53c39e39,1935,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,65953a6c-970d-4666-9b7b-76561bb531cb,1936,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,742f2749-17a6-4b9d-b8c2-3d4efbb8417e,1936,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,c01c5ef5-2ec8-482d-9722-8e698c77ce85,1937,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,c7d0c584-9f4a-49fd-85a1-4be9fb035c34,1937,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,b87a36ca-beff-4fc4-b620-8e8b4b0efa12,1938,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,c850d959-9ece-4d8e-977b-eb6f53778736,1938,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,84cbc40e-918a-4ab5-88f2-14e3576be0f7,1939,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Acquired from a grab bag containing 50 coins.,,
2,Looks like a SET — confirm if individual coin or set record,d86a2232-5063-480b-a29e-f0197ec0c902,1939,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,90d74d2a-985a-43fc-8a16-46bb4dd98b77,1940,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,a9ef2d79-935a-4f24-8dbf-6dafbffeac61,1941,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,aa572862-4f7c-47d8-a828-e44634862786,1942,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,1eb922f2-23b6-49e8-aef7-90ceec7d6245,1943,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50. Note: 1,,
2,Looks like a SET — confirm if individual coin or set record,804f735a-cff7-4645-a7ff-1d7d7603dd96,1944,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,aa98af59-0e2f-4a84-96b4-fd6197773a4c,1945,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,63c672ca-934d-47eb-a3af-0944afaa9843,1946,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,f825e8f2-2e5e-41ee-903b-552284cff57d,1947,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,933a0cb6-c9cb-4ec7-9ae9-cd3912dda28f,1948,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,280f3af5-7403-411b-a7f4-2799b83424d6,1949,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,ffc1c3c1-ab94-43b6-8d1b-eb953c002c3a,1950,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,0461d3a7-06ef-4f40-ba45-1dfa5bb89e24,1951,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,2d141511-abe2-41ec-8276-9a91c4076200,1952,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,6bb6465d-a4b2-4816-86af-dc444ae5b866,1953,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,b8974bfc-5028-424d-b69d-07ba23772566,1954,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,fb0f4626-21c5-4e5d-8a27-13b333c4b8d5,1955,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,85e6da23-c2b2-44a4-aa6b-64ff60cd628d,1956,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
2,Looks like a SET — confirm if individual coin or set record,11fc103f-7a4b-4e85-afbf-b02ece6d7c7c,1957,Lincoln Wheat Cent Series,Penny,,Not Graded,$0.00,1,,Lincoln Wheat Cent. Acquired as part of a set of 50.,,
