year,mint,series,name,denom,est_value,index_key,coin_id
1919,,Mercury,Dime,Dime,Pending,,8df826d1-5582-452d-9f8e-0a5ad51e7fc5
1882,,Liberty Seated Silver Dime,Dime,Dime,Pending,,8e147eb2-a685-4d4d-815f-9b5ba66cc0aa
2020,S,National Park Quarters,Quarter,Quarter,Pending,,8e1d476c-b069-40e7-90d5-faa909ad374b
1877,,,1877,,Pending,,8e1ee2d0-4c16-4763-9b8f-c728c2216855
1927,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,8e262184-3922-47b1-b8c7-7d27912f1d76
1919,,Standing Liberty Silver Quarter,Quarter,Quarter,Pending,,8e3296fb-a113-4002-a30f-610874dc0760
1872,,Liberty Seated Silver Dime,Dime,Dime,Pending,,8e341a92-6245-4e39-a8b0-29b8e2546e6e
1970,,Washington Silver Quarter,Quarter,Quarter,Pending,,8e442c3c-ddf8-4bae-b381-226e7ebab6d8
1886,,,1886,,Pending,,8e5737da-a9a8-46cb-a14a-3387122def34
2016,S,National Park Quarters,Quarter,Quarter,Pending,,8e5d9750-e0a1-482f-b038-ba8227efa809
1929,D,Mercury Silver Dime,1 Dime,1 Dime,Pending,,8e66acb3-778c-40a0-a375-aedbfefed27a
1857,,,Nickel,Nickel,Pending,,8e84b84d-7509-403e-874f-f2510176c64d
1947,,,Nickel,Nickel,Pending,,8e8e83c8-95ea-419e-ab8d-cad097510582
1860,O,Liberty Seated,Half Dollar,Half Dollar,Pending,,8e9d6fca-dd24-455d-b9f2-5b909cb6fd1f
2021D,,Roosevelt Dimes,Dime,Dime,Pending,,8ea88465-abcb-4623-8887-9e59e91eafb1
1841,O,Liberty Seated,Half Dollar,Half Dollar,Pending,,8ec5adb6-5851-4f76-b05e-cbcf03e83d66
1929,S,Lincoln Head Penny,Penny,Penny,Pending,,8eecf225-d572-4d3e-b110-63e480f26c05
1819,,Capped Bust Half Dollar,Capped Bust Silver Half Dollar,Capped Bust Silver Half Dollar,Pending,,8eee16ca-ea29-465c-8d20-4faf33974523
1910,S,Lincoln Wheat Cent,Penny,Penny,Pending,,8f073ee1-69a7-48d3-913e-24bd2529a459
1900,PENDING,Barber Series,Dime,Dime,Pending,,8f12aa1c-c827-4ebb-8fbe-50f8627ec3b6
1910,S,Liberty Head Nickel,Nickel,Nickel,Pending,,8f3d73ea-6db1-491a-9e8c-058eaa3bb03b
1928,,Lincoln Wheat Cent,Penny,Penny,Pending,,8f45bd0d-d10d-4baa-90f6-71aec29d37d3
1899,S,Barber Silver Quarters,25 Cents,25 Cents,Pending,,8f54da9d-9370-4a5e-a4f8-8b388f5a09fb
2012,P,National Park Quarters,Quarter,Quarter,Pending,,8f5bbcc7-4483-4bbe-8321-ecce35e40fdf
1854,,Liberty Seated,Quarter,Quarter,Pending,,8f74f262-891d-4cce-bb73-08b44b9b8aae
2014P,,Presidential Dollars,1,1,Pending,,8f77e750-d6c3-4325-b581-4e19424609f9
2000,,American Eagle,Dollar,Dollar,Pending,,8f7a447d-d99a-48fe-8892-33954a685a0b
1879,,Liberty Seated,Quarter,Quarter,Pending,,8f809a73-7fe7-433b-8a7f-40e93c59b3b2
1999S,,State and Territory Quarters,Quarter,Quarter,Pending,,8f81fef2-53bf-4205-833f-218d6b2d1e19
2017,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,8f8e821c-35cb-460e-ac20-fef41f3de899
1989D,,Washington Silver Quarter,Quarter,Quarter,Pending,,8f9e1bfc-defa-49b5-b208-b3056b012ee9
1945,S,,Washington Quarter,Washington Quarter,Pending,,8fc42356-e14f-4946-bba6-13a11cac3dcb
2009S,,State and Territory Quarters,Quarter,Quarter,Pending,,8fc6edf2-c4ff-40b8-963a-37ed129b2284
1946,,Lincoln Head Penny,Penny,Penny,Pending,,8fce5ff4-17cd-4e7b-b7ac-1825ac941a19
1999D,,Roosevelt Dimes,Dime,Dime,Pending,,8fd2e257-04c8-4552-a94f-4d488aa2543f
1995S,,Washington Silver Quarter,Quarter,Quarter,Pending,,8fe6bd2a-7810-4d99-a593-3bef766c48a2
1999,D,Lincoln Cent Series,Penny,Penny,Pending,,900e6184-61e6-46c6-997b-d942d7be8d45
1900,O,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,904ae082-7cbd-4370-8901-046b22c6acf7
1980,S,Lincoln Cent,Penny,Penny,Pending,,905c451e-5250-479c-b983-01219a597f3f
1950,,Washington Silver Quarter,Quarter,Quarter,Pending,,90644d84-d109-445e-bcbe-1d2d061ec8f8
2018,P,National Park Quarters,Quarter,Quarter,Pending,,90789773-7f8a-45cd-916f-736c57e7479f
1891,CC,Morgan Silver Dollar,1,1,Pending,,90792e5e-dcd0-4845-af27-aa41a14b332a
1893,,Liberty Head Nickel,Nickel,Nickel,Pending,,90913ae3-dd79-4a9e-8e91-9a22c83a1291
1923,,Standing Liberty Silver Quarter,Quarter,Quarter,Pending,,90b003f9-d433-455b-bf95-26a168e57d6b
2022,D,US Women's Quarters,Quarter,Quarter,Pending,,90b54e2d-0af8-4c49-8a6c-b4f218d49c42
1998P,,Washington Silver Quarter,Quarter,Quarter,Pending,,90b7680c-cdf4-48b1-aadc-7936ef20d3b9
1932,,Washington Silver Quarter,Quarter,Quarter,Pending,,90cb7c55-3666-4eb0-b719-6d1cfa4b9d5c
1945,S,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,90d10317-92fc-432b-b246-fe52c943ce21
1940,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,90d74d2a-985a-43fc-8a16-46bb4dd98b77
2010S,,Roosevelt Dimes,Dime,Dime,Pending,,90df1892-15dd-4904-93ad-b26a6587663e
2002P,,State and Territory Quarters,Quarter,Quarter,Pending,,90efde5c-d6ab-40ae-9560-3b4c570a4ac6
2002,,Lincoln Head Penny,Penny,Penny,Pending,,90f8d5b2-366e-4856-9728-408a43b58539
2006,S,Return to Monticello,Nickel,Nickel,Pending,,91274f5d-aa0d-4c19-bbde-484b9d7da18b
1974S,,Roosevelt Dimes,Dime,Dime,Pending,,913b179b-dcfe-4ed7-af0c-43669b98cba5
1948,,Lincoln Head Cent,Penny,Penny,Pending,,91466d4b-0250-4a5a-87b3-7fb6c2212f63
2002,P,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,91495072-d416-4ac8-b2e6-ff78554e66a2
1893,,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,918caa17-2d57-4c43-96b2-51ce5e3d20dd
1925,,THE U.S. NICKEL COLLECTION,Nickel,Nickel,Pending,,918fa741-bf52-4e1d-b55b-5728d5591aa3
1941,S,Jefferson Nickel Series,Nickel,Nickel,Pending,,919ef8ac-bc4c-4730-acfe-09bce47b5ba4
1868,,Shield Nickel,Nickel,Nickel,Pending,,91a118fa-694c-499a-9d28-a5d2c41c8035
1909,,,1909,,Pending,,91a7135e-d1a7-42b6-a244-d6908dde8dab
1999,D,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Susan B. Anthony Dollar,Pending,,91ae7cf8-a592-4f81-ac40-7f98e6e08ca4
1884,O,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,91b5ff6f-b50e-4e4f-ba87-958ee575e4e3
1904,,Indian Head Cent,Penny,Penny,Pending,,91e37f66-ca83-4441-b173-97ccb255ac11
1990,,American Eagle,Dollar,Dollar,Pending,,91e8be5b-e082-424d-9d44-ccd0b8981270
2021,D,Native American Dollar Program,Native American Dollar,Native American Dollar,Pending,,91ecd38b-7433-4a75-9b97-3c8cf90f1389
2023,,Proof,Morgan Silver Dollar,Morgan Silver Dollar,Pending,,91f33dfe-565b-4531-a11b-83e16abfbd16
1991,,American Eagle,Dollar,Dollar,Pending,,91fef774-523a-4991-8a96-321bd8b79256
1970,S,Lincoln Cent Series,Penny,Penny,Pending,,920fe603-5d55-42cf-8be1-1ee10a9b60f3
1974,,Washington Silver Quarter,Quarter,Quarter,Pending,,9220845c-7236-4780-a7a2-dea607800fd3
2006D,,State and Territory Quarters,Quarter,Quarter,Pending,,923989ad-c578-48d1-897f-bb532ac0b493
1939,,America Revisited Club; Time Capsule Year Set,1939 America Revisited Club; Time Capsule Year Set,,Pending,,923fd8b8-e61d-4158-b369-8c95ac22cb01
2024,D,,Roosevelt Dime,Roosevelt Dime,Pending,,92527fb1-33f7-4cf8-b262-411f707f3b1e
1954,S,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,92577abb-032b-49e0-bf39-8d8ef7e4a152
,,, ,,Pending,,925e6556-54c6-41fd-b303-d0aac5db7bb8
2005S,,State and Territory Quarters,Quarter,Quarter,Pending,,926b543e-7a91-4e61-8c0b-47aae92b8be7
1921,P,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,926de561-6147-4419-8d1b-17e149ce1506
1958,P,Roosevelt Dime,Roosevelt Dime,Roosevelt Dime,Pending,,926e944f-cecc-4777-ad8c-48e7655f02b9
1969,D,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,92714b04-24d8-4c9c-9568-c7a9767d881f
2019,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,92840dee-40cf-4999-aab7-8e121890ae7a
1913,S,Lincoln Wheat Cent Series,Penny,Penny,Pending,,928bc592-8d49-4307-8a84-9370530931e2
1872,,,1872,,Pending,,92b05314-f3e3-469d-b058-bbf4a8a5433b
1895,S,Barber Series,Dime,Dime,Pending,,92cd4fef-1a29-4368-a37b-ab7f4704af6a
2011,P,National Park Quarters,Quarter,Quarter,Pending,,92ec18eb-2e05-4546-b0a9-9620f7c182b1
2023,P,US Women's Quarters,Quarter,Quarter,Pending,,92ecdda3-326e-45c9-8710-ca7c865c895a
1964,,Historic U.S. Silver Half-Dollars,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,9310d5e5-5e35-488e-af92-edfee3ccd19f
1928,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,9335e292-1dba-4db2-90f5-b9eeeb0b9926
1948,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,933a0cb6-c9cb-4ec7-9ae9-cd3912dda28f
1934,P,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,9340548c-eab4-4f37-898c-d67eb43203b8
1949,,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,93446ff1-5999-48d4-be92-39db686494b6
1978,,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,939ec0ee-633e-4ae9-9d46-f3b610ce0615
1991,S,American Eagle,Dollar,Dollar,Pending,,93bd0123-d7c7-4636-b1de-a265bb486896
1951,D,Lincoln Cent,Penny,Penny,Pending,,93c0a9a1-783e-47aa-b121-86b14ca601b9
1929,,Lincoln Wheat Cent,Penny,Penny,Pending,,93c59113-1c4b-4d10-a56c-bbee45b3664a
1927,D,Lincoln Head Penny,Penny,Penny,Pending,,93f0a118-aabf-4553-abaf-44e1f2a35bd4
1870,,Liberty Seated,Half Dollar,Half Dollar,Pending,,940068fb-e8c4-4e4d-a86c-d6d49dd1fadc
1927,S,Mercury Dime,Dime,Dime,Pending,,941eee0d-7e79-438b-88ef-432e7e350177
1977,S,Eisenhower Dollar,Dollar,Dollar,Pending,,942cd772-4325-469c-9e31-67c987ca0f02
1985,S,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,9433a7b0-63b8-45fd-b9ed-97cce749369a
2006D,,State and Territory Quarters,Quarter,Quarter,Pending,,946a2ade-21b1-4467-a6fd-2ff04f74258a
2000,S,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,9498e26a-8d1b-48f6-88ed-fc9561e22c3b
2010,W,American Eagle,Dollar,Dollar,Pending,,94d05a1b-a749-4be8-9a0e-a5a04164450b
1958,D,Jefferson Nickel Series,Nickel,Nickel,Pending,,94d7101e-d4dd-4614-849f-fabea813bbb0
1953,,Time Capsule Year Set,Mixed US Coin Set,Mixed US Coin Set,Pending,,94d79283-e765-4513-af62-ac6316fe9107
1915,,Indian Head Gold Eagle,$10 ,$10 ,Pending,,94f155bc-3d77-48ff-835b-951e893719dc
1923,,Mercury Dime,Dime,Dime,Pending,,94fb0ee8-a123-4447-9ed6-4dcbfff3968f
2013P,,Presidential Dollars,1,1,Pending,,953ff349-a406-4822-a23a-c8eaf5f89d3e
1886,,Liberty Seated Silver Dime,Dime,Dime,Pending,,9545e4a8-4293-44d4-bdaf-343c0aaaf633
1917,P,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,954a254c-8330-488a-85ac-0dcde14d5689
2013,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,95525241-418c-4887-b93e-da68fb335a3f
1879,S,Morgan Silver Dollar,Dollar,Dollar,Pending,,9597bb28-f6c2-49c4-97e9-2b9e20a9c8f2
2009D,,State and Territory Quarters,Quarter,Quarter,Pending,,95990762-04bf-4254-ae07-9b5d35c47e75
1900,O & CC,Morgan Silver Dollar,1,1,Pending,,95ae69dc-ad4c-4211-ba97-86a6fa69697b
1873,,,1873,,Pending,,95bde4b8-f5d8-4999-a102-5e9ee61a9fc3
1829,,Capped Bust Half Dollar,Capped Bust Half Dollar,Capped Bust Half Dollar,Pending,,95cc28c7-80e2-4acb-9d04-d06b1029dada
1942,S,The World War II U.S. Coin Collection,Roosevelt Dime,Roosevelt Dime,Pending,,95ea9944-d446-4902-8528-7fdc824b23c2
1991P,,Roosevelt Dimes,Dime,Dime,Pending,,961d272b-c51e-4784-9ef0-e017a0dcb683
1877,S,Liberty Seated,Quarter,Quarter,Pending,,9632eec0-fd87-4ac4-b335-f2f4e25c88c0
2006,D,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,9658671a-fd7b-41c2-8fa4-772dba64b4a9
1863,S,Liberty Seated,Half Dollar,Half Dollar,Pending,,9682b9eb-02a8-4261-b822-0900b6369e1e
1910,,Barber,Half Dollar,Half Dollar,Pending,,9686484c-d806-4ec1-bc91-560239cb9311
1919,D,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,968c7928-b9cf-4201-a030-9c06e6943654
2006S,,State and Territory Quarters,Quarter,Quarter,Pending,,969f18dd-b61a-43cf-a41e-04e8d905cb62
2020,S,National Park Quarters,Quarter,Quarter,Pending,,96a3d154-0374-40b2-9572-2b359d07b3ec
2003S,,State and Territory Quarters,Quarter,Quarter,Pending,,96c7b58c-004f-4e98-8d65-bedc868d5a80
1920,,Lincoln Head Penny,Penny,Penny,Pending,,96d05069-9d67-4cba-8082-850b5b2984af
1899,,Indian Head Cent,Penny,Penny,Pending,,96e5334c-1871-4b41-b06a-3c7b54d21e4a
1950,,Washington Silver Quarter,Quarter,Quarter,Pending,,96e99710-76ba-473d-8164-916e88f2816e
1977S,,Washington Silver Quarter,Quarter,Quarter,Pending,,9715d00e-f0d2-4941-a6e9-7c7095e46311
1948,,,Quarter,Quarter,Pending,,971d8efe-f4db-42f6-bce4-416777f9d313
1927,,Lincoln Wheat Cent,Penny,Penny,Pending,,97203c8c-804f-4fc9-9f9a-3d25d1998563
1999,S,Lincoln Memorial Cent,Penny,Penny,Pending,,9730dfb8-d85e-4747-b69c-d65dfe87ed88
1938,,Lincoln Cent Series,Penny,Penny,Pending,,9732f015-a82d-4730-a168-328374a22850
1926,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,973e9e5f-d781-45cc-8877-621a0a77a60b
2014S,,Roosevelt Dimes,Dime,Dime,Pending,,974ba7c8-b6ce-47c5-bb04-43af7adb1844
1916,D,Lincoln Cent,Penny,Penny,Pending,,97570018-8b12-45e5-8bc7-1100a8443456
1820,,Capped Bust Half Dollar,Capped Bust Silver Half Dollar,Capped Bust Silver Half Dollar,Pending,,97738b0d-27ff-47bc-b5a5-c1a808c9bb76
1952,D,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,977808e1-e106-4bab-b49a-db51e56cade4
1948D,,Roosevelt Dimes,Dime,Dime,Pending,,977a1261-a389-4151-a224-cd78db804684
1894,,,1894,,Pending,,977e9860-69e8-4068-9cde-d98d991c1837
1887,P,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,9785460a-5903-46cc-9754-cbe45338dd6d
2009D,,Presidential Dollars,1,1,Pending,,97a0b91f-e90a-4568-8e67-be9745d33860
2007D,,Presidential Dollars,1,1,Pending,,97ef225b-e24a-471f-a3c0-708ca12509b9
2017,S,National Park Quarters,Quarter,Quarter,Pending,,97ef8a30-c4d6-4c72-a1c1-157c52dc42ff
2013S,,Presidential Dollars,1,1,Pending,,980a5fba-4db4-43c2-939e-70eb1e94029b
1954D,,Roosevelt Dimes,Dime,Dime,Pending,,980ff713-baa5-4348-9075-c362c956d5f4
1940,,Mercury Dime,Dime,Dime,Pending,,98121151-a151-445f-99a8-416dd7d6761f
2024,P,Native American Dollar,Native American Dollar,Native American Dollar,Pending,,98297dfa-52c3-4187-98ca-36f6743cf5dc
2021,P,Native American Dollar,1 Dollar,1 Dollar,Pending,,98388fcf-6ab8-4781-aa32-2f42894817b8
2021,D,American Innovation Dollars,1 Dollar,1 Dollar,Pending,,98422e51-73f7-4aea-b485-6197a1b8a18b
2015,W,American Eagle,Dollar,Dollar,Pending,,984cee22-2164-4a6a-bf55-6b55f662f12e
2014,,Lincoln Head Penny,Penny,Penny,Pending,,9877b999-3bd1-4229-b171-974e8378b14d
1973,,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,9882135d-1823-4ed3-aa8e-90f1e857f0b4
2001S,,State and Territory Quarters,Quarter,Quarter,Pending,,98ab445f-ea51-41b0-beb6-b603ce91701e
1993,,Lincoln Head Penny,Penny,Penny,Pending,,98c5b89b-db26-4ae2-a3d5-94d5d4fbcc5b
2019S,,Roosevelt Dimes,Dime,Dime,Pending,,98cb4c4d-aa32-4f51-8085-16f08ed56426
1860,,Liberty Seated,Quarter,Quarter,Pending,,98e6735f-a7e6-4309-9a70-eaf330332f9c
2011,P,National Park Quarters,Quarter,Quarter,Pending,,98ea4527-4002-4efb-9ea9-303ad3aaa9b2
1976,,U.S. Bicentennial,Dollar,Dollar,Pending,,98f9667e-521d-466c-9f95-5371e0fdea4e
1960D,,Roosevelt Dimes,Dime,Dime,Pending,,99057506-b4df-41cf-860f-7ba14d7b6763
1911,PENDING,Barber Series,Dime,Dime,Pending,,9929ddcb-ab5e-43ca-a485-a28ddc6b8c81
2024,P,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,9930a640-aea3-44ca-b6c0-5963fc1b3060
1918,,Lincoln Cent,Penny,Penny,Pending,,99345c32-f449-4f13-8070-33e4d76b1239
1928,,Lincoln Head Cent,Penny,Penny,Pending,,99381b35-f572-4fd9-ac66-89ef13671d92
1960,D,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,994a5847-6381-4ab6-a853-6c02e3e7cce6
2008P,,Roosevelt Dimes,Dime,Dime,Pending,,995d0dff-57c1-4695-b7e9-bca56ee4f301
1862,,Liberty Seated Silver Dime,Dime,Dime,Pending,,996df161-df49-4b67-88e1-eadcb6a9286f
2010,,American Eagle,Dollar,Dollar,Pending,,9970e917-6896-468e-aac7-51fd642c9376
2019,P,Native American Dollar,1 Dollar,1 Dollar,Pending,,9975f30c-e506-44e1-ac4a-8b8543fa34f7
1928,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,9979d2ff-ce08-4664-b4e9-94469b1b919e
1987S,,Roosevelt Dimes,Dime,Dime,Pending,,9987b80c-7cff-4c85-8196-c386d6703224
,,Morgan Silver Dollar,1,1,Pending,,9991a3b0-ff1e-43fe-9537-307bb3ab07db
2012D,,Presidential Dollars,1,1,Pending,,99b18569-c7cf-419c-a139-0184e3265831
2020,P,National Park Quarters,Quarter,Quarter,Pending,,99b8eed1-83ac-45f5-8cba-d231e234eade
2009D,,State and Territory Quarters,Quarter,Quarter,Pending,,99c7c493-f55f-4b0c-8f69-d15aa3498b1e
2014,P,America the Beautiful Quarters,Quarter,Quarter,Pending,,99cd6ab0-5197-4466-b809-ff7a4b061a93
1939,P,Jefferson Nickel Series,Nickel,Nickel,Pending,,99efc2a8-405b-4de0-9ec2-589bd81dcf89
1929,S,Lincoln Head Penny,Penny,Penny,Pending,,9a1b735f-1d63-4108-907c-fbf67f48234c
1915,S,Lincoln Wheat Cent Series,Penny,Penny,Pending,,9a2a447d-a75c-46f0-a0e7-7ce6228d5c78
1956D,,Washington Silver Quarter,Quarter,Quarter,Pending,,9a4de023-d793-4f62-90e2-835aadfba84d
1977D,,Roosevelt Dimes,Dime,Dime,Pending,,9a59d95a-263b-4a08-a774-a04b569a7276
2002S,,State and Territory Quarters,Quarter,Quarter,Pending,,9aa4fb3a-bbdd-4a47-9584-c702b02addd3
2022,P,Native American Dollar Program,Native American Dollar,Native American Dollar,Pending,,9ab401d4-40a6-4e4e-972e-db0d5b7d4d32
2016S,,Roosevelt Dimes,Dime,Dime,Pending,,9abaf81e-1fb0-48b2-ac26-58a0a71188fb
2016,S,America the Beautiful Quarters,Quarter,Quarter,Pending,,9af0b77a-1b21-4942-97ee-0bc8ae447db8
1880,CC,Morgan Silver Dollar,Dollar,Dollar,Pending,,9afaac11-117f-4dc3-b453-3826aee8e54c
2005D,,State and Territory Quarters,Quarter,Quarter,Pending,,9b06d2df-ed6c-4c8d-bb54-936b7ed27b9b
1902,PENDING,Barber Series,Dime,Dime,Pending,,9b0a2950-e534-45f2-94df-dd6a7e01a428
1944,,Washington Silver Quarter,Quarter,Quarter,Pending,,9b3d3e0e-46c6-463d-8044-b490c01032be
1936,D,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,9b3e7a97-de2c-45d8-87ff-afd929418380
1957,,Roosevelt Dimes,Dime,Dime,Pending,,9b4588dc-0e69-4261-a462-672d0ec1da44
1994,,Lincoln Cent,Penny,Penny,Pending,,9b500fd0-5677-46c2-a4f7-3a0ec8723b16
1943,P,Jefferson Nickel Series,Nickel,Nickel,Pending,,9b7cb063-3a61-4f6d-898b-45af65f14658
2023,D,U.S. Innovation Dollar Program,U.S. Innovation Dollar,U.S. Innovation Dollar,Pending,,9b95e10d-b0f7-42d1-a9e7-7011a4c1a563
1971,S,Eisenhower Dollar,Dollar,Dollar,Pending,,9b9fb0eb-10d1-4467-b8f8-87d895225497
1967,,Lincoln Cent,Penny,Penny,Pending,,9bc72be8-90f1-49a4-8283-823689957f5c
1906,,Liberty Head Nickel,Nickel,Nickel,Pending,,9bc88edf-d8b5-4785-9a69-34570fa689f5
1866,,Liberty Seated,Half Dollar,Half Dollar,Pending,,9bd5b689-b6dd-4b9a-acfe-5b8ab254dd06
1833,,Capped Bust,Half Dime,Half Dime,Pending,,9bfbe13e-d053-46be-9a02-fce044f9d2c2
1852,,Braided Hair Large Cents,Large Cent,Large Cent,Pending,,9c23dbda-2f80-4ed1-b2fa-deeb9b009161
2022,D,Native American Dollar,1 Dollar,1 Dollar,Pending,,9c29732b-63d8-4d14-a9e9-a61b7b3d2d7b
1952,S,Lincoln Cent Series,Penny,Penny,Pending,,9c2dc5e7-3cdf-4439-aff7-2c8f557caa4c
1938,,Lincoln Wheat Cent,Penny,Penny,Pending,,9c40597f-8878-4778-9005-6e87cdda0fd0
2008P,,Presidential Dollars,1,1,Pending,,9c4c1d18-6463-4324-ad80-dea68471e686
2011D,,Presidential Dollars,1,1,Pending,,9c6feddd-2cb6-4634-bf01-5952cf37b0bb
1999,D,Kennedy Half Dollar Series,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,9c7e9b7c-4145-4587-ad09-acf594bea0d2
1927,S,Mercury Silver Dime,1 Dime,1 Dime,Pending,,9cc0f0fe-e04f-4860-b5d0-8c813a6a3b65
1956,,Mercury Dime,Dime,Dime,Pending,,9cce7e55-5ac4-4e22-8cf3-770b3307b49e
1861,,Liberty Seated,Quarter,Quarter,Pending,,9cd44f05-36b9-41ff-b424-9b811504eaa4
2011,S,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,9cd6cc92-5950-4882-96c9-9e2e1373fda9
2019,D,America the Beautiful Quarters,Quarter,Quarter,Pending,,9ce69adc-39c9-4345-a769-bb97f48cfa86
2012P,,Roosevelt Dimes,Dime,Dime,Pending,,9d03a861-c843-4502-8d5f-2f8a4e43ca3f
2017S,,Roosevelt Dimes,Dime,Dime,Pending,,9d075911-28d9-426c-b6dd-ecc7e0b92e2a
1900,P,Morgan Silver Dollars,1 Dollar,1 Dollar,Pending,,9d0cfba9-dca7-44fa-b3be-3638c303a307
1931,,Buffalo Nickel,Nickel,Nickel,Pending,,9d1759ae-6fcd-4e2c-8038-f320d98881b9
1887,,Liberty Seated Silver Dime,Dime,Dime,Pending,,9d251503-7f66-47f3-b2f8-40af7efa8915
2015D,,Presidential Dollars,1,1,Pending,,9d4a0091-53da-4f70-afaf-b6d57bc85346
1981,S,Kennedy Half Dollar,Kennedy Half Dollar,Kennedy Half Dollar,Pending,,9d541c0a-e1f3-42a7-8572-6be41564e3a1
1981S,,Washington Silver Quarter,Quarter,Quarter,Pending,,9d5989bd-8bc0-4775-b96f-fcd5ae9de628
2009D,,Presidential Dollars,1,1,Pending,,9d6598b9-f5df-4131-8da0-8239e5ccbeee
2014,S,National Park Quarters,Quarter,Quarter,Pending,,9d8617c0-18fe-4757-9d0b-8a2952e96a48
1948,,Washington Silver Quarter,Quarter,Quarter,Pending,,9d8b3bb4-1457-4630-be92-a328e71e99fa
1922,,Lincoln Cent,Penny,Penny,Pending,,9d8b6db0-415f-4a6f-89bf-a7304cc644e9
2015,D,Lincoln Shield Cent,Penny,Penny,Pending,,9dac766e-19e1-4e72-b93a-f04f85704ff9
1944,P,Liberty Walking Half Dollar,Half Dollar,Half Dollar,Pending,,9dba6a28-990b-4c58-9260-cea54cead01f
2013,D,America the Beautiful Quarters,Quarter,Quarter,Pending,,9dbefde2-7442-47e9-9063-d8548898cfe1
1976D,,Roosevelt Dimes,Dime,Dime,Pending,,9dc00b98-e989-4f32-b34d-26373c82e956
2008P,,State and Territory Quarters,Quarter,Quarter,Pending,,9dff805b-da40-440c-8251-c616138d5f55
1939,,Washington Silver Quarter,Quarter,Quarter,Pending,,9e2e9f58-8e64-40e2-b341-8b38f02fb24b
1970D,,Roosevelt Dimes,Dime,Dime,Pending,,9e5dc351-eb3c-45e7-a235-de5f0bb6eee6
1946,,Washington Silver Quarter,Quarter,Quarter,Pending,,9e662c80-214c-4751-8184-5e030a7bd680
1853,,Liberty Seated Silver Dime,Dime,Dime,Pending,,9e923f2c-6a4a-411c-a901-d464835da2b1
2012P,,Presidential Dollars,1,1,Pending,,9e962207-a119-47ab-b0a5-8ce63112f596
2020,,American Innovation Dollar,Dollar,Dollar,Pending,,9e96f913-b582-49cd-9fb1-4c8c202d36e1
1922,,Lincoln Wheat Cent Series,Penny,Penny,Pending,,9eb42318-4378-4336-8f9e-1116d7ada575
1878,,,1878,,Pending,,9eb832ea-ac12-4742-9cc0-bb0fbb45fabe
1962,D,Lincoln Head Penny,Penny,Penny,Pending,,9ebf248a-c3d3-4adc-8964-0e06a771a313
1834,,Capped Bust Half Dollar,Capped Bust Silver Half Dollar,Capped Bust Silver Half Dollar,Pending,,9ec59e97-51df-447b-a9a0-1515902f9b6e
1960,,Franklin Half Dollar,Half Dollar,Half Dollar,Pending,,9ed9ea25-17da-44aa-829a-13fc8d6b8b7f
2013,W,American Eagle,Dollar,Dollar,Pending,,9eda6ff4-c25c-4aa0-97c6-d335b2eacb6b
1843,O,Liberty Seated,Quarter,Quarter,Pending,,9edf03d9-a425-4d7a-a65d-9e883e922394
2000P,,State and Territory Quarters,Quarter,Quarter,Pending,,9eeca873-75f1-44a6-aba9-141d6425b850
